x,y
2,1.866666667
1,29.73333333
1,10.66666667
0,57.86666667
0,54.13333333
-1,6.933333333
-1,12.93333333
-2,8.666666667
-3,1.866666667
-3,2
-4,1.866666667
-4,2
-5,4.266666667
-6,2
-8,2
