healthy_obs,obs_healthy,p_mild_mod_treated,p_mod_sev_treated,p_sev_blind_treated,p_mild_mod_untreated,p_mod_sev_untreated,p_sev_blind_untreated,treated_dev,untreated_dev
0.0425,0.6,0.020507299,0.043812862,0.018346021,0.093200811,0.1091453,0.056127852,0.2,0.2
