tp_DIA_NOR_IBS_D_mean_input,tp_DIA_NOR_IBS_D_lower_input,tp_DIA_NOR_IBS_D_upper_input,tp_NOR_DIA_IBS_D_mean_input,tp_NOR_DIA_IBS_D_lower_input,tp_NOR_DIA_IBS_D_upper_input,tp_DIA_NOR_IBD_mean_input,tp_DIA_NOR_IBD_lower_input,tp_DIA_NOR_IBD_upper_input,tp_NOR_DIA_IBD_mean_input,tp_NOR_DIA_IBD_lower_input,tp_NOR_DIA_IBD_upper_input,tp_DIA_NOR_BAS_mean_input,tp_DIA_NOR_BAS_lower_input,tp_DIA_NOR_BAS_upper_input,tp_NOR_DIA_BAS_mean_input,tp_NOR_DIA_BAS_lower_input,tp_NOR_DIA_BAS_upper_input,tp_DIA_NOR_BAS_alt_mean_input,tp_DIA_NOR_BAS_alt_lower_input,tp_DIA_NOR_BAS_alt_upper_input,tp_NOR_DIA_BAS_alt_mean_input,tp_NOR_DIA_BAS_alt_lower_input,tp_NOR_DIA_BAS_alt_upper_input
0,0,0,0,0,0,0,0,0,0.0045,0.0035,0.0055,0,0,0,0,0,0,0,0,0,0,0,0
