age_utility_decrement
1
1
0.995811542
0.995811542
0.991546085
0.991546085
0.987203628
0.987203628
0.982784173
0.982784173
0.978287718
0.978287718
0.973714263
0.973714263
0.96906381
0.96906381
0.964336357
0.964336357
0.959531905
0.959531905
0.954650454
0.954650454
0.949692004
0.949692004
0.944656554
0.944656554
0.939544105
0.939544105
0.934354657
0.934354657
0.929088209
0.929088209
0.923744762
0.923744762
0.918324316
0.918324316
0.912826871
0.912826871
0.907252426
0.907252426
0.901600983
0.901600983
0.89587254
0.89587254
0.890067097
0.890067097
0.884184656
0.884184656
0.878225215
0.878225215
0.872188775
0.872188775
0.866075336
0.866075336
0.859884897
0.859884897
0.853617459
0.853617459
0.847273022
0.847273022
0.840851586
0.840851586
0.83435315
0.83435315
0.827777715
0.827777715
0.821125281
0.821125281
0.814395848
0.814395848
0.807589415
0.807589415
0.800705983
0.800705983
0.793745552
0.793745552
0.786708122
0.786708122
0.779593692
0.779593692
0.772402263
0.772402263
0.765133835
0.765133835
0.757788408
0.757788408
0.750365981
0.750365981
0.742866555
0.742866555
0.73529013
0.73529013
0.727636706
0.727636706
0.719906282
0.719906282
0.712098859
0.712098859
0.704214437
0.704214437
