healthy_obs,obs_healthy,p_mild_mod_treated,p_mod_sev_treated,p_sev_blind_treated,p_mild_mod_untreated,p_mod_sev_untreated,p_sev_blind_untreated,treated_dev,untreated_dev
0.0425,0.6,0.019,0.026,0.011,0.052,0.065,0.024,0.2,0.2
